      4.41        4.42        4.09        3.39        2.61
      1.85        1.27        0.88        0.60        0.40
      0.26        0.17        0.11        0.07        0.05
      0.04        0.03        0.02        0.02        0.02
   -999.00     -999.00        5.66        8.19        7.54
      6.36        5.72        5.17        4.94        4.90
      4.82        4.48        3.85        3.07        2.29
      1.63        1.14        0.79        0.53        0.35
      0.22        0.14        0.09        0.07        0.05
      0.04        0.03        0.02        0.02        0.02
   -999.00     -999.00        5.77        8.08        7.70
      6.52        5.98        5.57        5.28        5.11
      4.83        4.33        3.60        2.84        2.09
      1.48        1.03        0.70        0.47        0.31
      0.21        0.13        0.09        0.06        0.05
      0.04        0.03        0.02        0.02        0.02
   -999.00     -999.00        5.39        7.65        7.06
      5.79        4.99        4.67        4.46        4.30
      4.05        3.61        3.03        2.35        1.71
      1.18        0.81        0.55        0.36        0.23
      0.15        0.10        0.07        0.05        0.04
      0.03        0.03        0.02        0.02        0.02
   -999.00     -999.00        6.55        9.20        8.58
      6.86        5.66        4.91        4.56        4.32
      4.09        3.70        3.08        2.36        1.66
      1.11        0.76        0.52        0.33        0.21
      0.13        0.09        0.06        0.04        0.03
      0.02        0.02        0.02        0.02        0.01
   -999.00     -999.00        5.20        7.84        8.07
      7.77        7.36        6.73        6.00        5.16
      4.41        3.65        2.90        2.21        1.58
      1.08        0.77        0.55        0.38        0.26
      0.18        0.12        0.08        0.06        0.05
      0.02        0.02        0.02        0.02        0.01
   -999.00     -999.00        5.91        8.15        7.87
      7.46        7.13        6.61        5.84        5.11
      4.39        3.61        2.85        2.16        1.55
      1.04        0.70        0.48        0.34        0.24
      0.16        0.12        0.08        0.06        0.05
      0.02        0.02        0.02        0.01        0.01
   -999.00     -999.00        6.14        8.84        7.89
      7.31        6.71        6.24        5.69        5.10
      4.39        3.56        2.75        2.03        1.39
      0.92        0.62        0.43        0.31        0.22
      0.16        0.11        0.08        0.06        0.05
      0.02        0.02        0.01        0.01        0.01
      8.06        9.39        6.07        8.68        7.83
      7.17        6.55        5.99        5.44        4.79
      4.06        3.26        2.44        1.73        1.19
      0.80        0.54        0.38        0.28        0.20
      0.16        0.13        0.10        0.08        0.06
      0.02        0.02        0.01        0.01        0.01
   -999.00     -999.00        6.39        8.54        7.60
      7.24        6.41        5.62        4.80        3.99
      3.29        2.64        2.05        1.58        1.20
      0.89        0.63        0.46        0.34        0.26
      0.19        0.14        0.11        0.09        0.08
   -999.00     -999.00     -999.00     -999.00     -999.00
