! Average Solar flux (units :  photons cm-2 s-1 on wl interval : NOT per nm !)
! and its variability (relative variation between solar min and solar max)
! Source : SOLSTICE (satellite UARS) AVERAGE, contact G. Rottman (NCAR/HAO)
            171    ...is the number of wavelength intervals (data lines)
!  wavelength interval | Solar flux  | solar variability (max-min)/min
!  no  from(nm) to(nm) |(phot/cm2/s) |      (no units)
!---------------------------------------------------------------------
  42   166.70   169.50    1.095E+11     0.11
  43   169.50   172.40    1.780E+11     0.09
  44   172.40   173.90    1.016E+11     0.09
  45   173.90   175.40    1.295E+11     0.09
  46   175.40   177.00    1.770E+11     0.08
  47   177.00   178.60    2.240E+11     0.10
  48   178.60   180.20    2.440E+11     0.11
  49   180.20   181.80    3.250E+11     0.11
  50   181.80   183.50    3.810E+11     0.10
  51   183.50   185.20    3.570E+11     0.07
  52   185.20   186.90    4.255E+11     0.07
  53   186.90   188.70    5.635E+11     0.07
  54   188.70   190.50    6.585E+11     0.07
  55   190.50   192.30    7.715E+11     0.06
  56   192.30   194.20    7.685E+11     0.06
  57   194.20   196.10    1.095E+12     0.07
  58   196.10   198.00    1.240E+12     0.07
  59   198.00   200.00    1.380E+12     0.06
  60   200.00   202.00    1.665E+12     0.06
  61   202.00   204.10    2.000E+12     0.05
  62   204.10   206.20    2.450E+12     0.05
  63   206.20   208.30    2.870E+12     0.05
  64   208.30   210.50    5.080E+12     0.02
  65   210.50   212.80    8.395E+12     0.01
  66   212.80   215.00    9.120E+12     0.01
  67   215.00   217.40    9.370E+12     0.01
  68   217.40   219.80    1.200E+13     0.02
  69   219.80   222.20    1.230E+13     0.02
  70   222.20   224.70    1.715E+13     0.01
  71   224.70   227.30    1.425E+13     0.01
  72   227.30   229.90    1.510E+13     0.00
  73   229.90   232.60    1.705E+13     0.01
  74   232.60   235.30    1.400E+13     0.01
  75   235.30   238.10    1.765E+13     0.01
  76   238.10   241.00    1.475E+13     0.01
  77   241.00   243.90    2.290E+13     -.01
  78   243.90   246.90    2.065E+13     0.00
  79   246.90   250.00    2.110E+13     0.01
  80   250.00   253.20    2.005E+13     0.02
  81   253.20   256.40    2.845E+13     0.00
  82   256.40   259.70    5.425E+13     0.01
  83   259.70   263.20    4.265E+13     0.02
  84   263.20   266.70    1.160E+14     0.00
  85   266.70   270.30    1.250E+14     0.02
  86   270.30   274.00    1.165E+14     0.01
  87   274.00   277.80    1.080E+14     0.02
  88   277.80   281.70    7.205E+13     0.03
  89   281.70   285.70    1.505E+14     0.01
  90   285.70   289.90    2.245E+14     0.01
  91   289.90   294.10    3.640E+14     0.02
  92   294.10   298.50    3.540E+14     0.02
  93   298.50   303.00    3.230E+14     0.02
  94   303.00   307.70    4.520E+14     0.00
  95   307.70   312.50    4.885E+14     0.00
  96   312.50   317.50    5.615E+14     0.00
  97   317.50   322.50    6.180E+14     0.00
  98   322.50   327.50    7.045E+14     0.00
  99   327.50   332.50    8.610E+14     0.00
 100   332.50   337.50    7.930E+14     0.00
 101   337.50   342.50    8.510E+14     0.00
 102   342.50   347.50    8.370E+14     0.00
 103   347.50   352.50    8.675E+14     0.00
 104   352.50   357.50    9.150E+14     0.00
 105   357.50   362.50    8.375E+14     0.00
 106   362.50   367.50    1.060E+15     0.00
 107   367.50   372.50    1.110E+15     0.02
 108   372.50   377.50    1.020E+15     0.00
 109   377.50   382.50    1.175E+15     -.01
 110   382.50   387.50    9.040E+14     -.01
 111   387.50   392.50    1.195E+15     -.01
 112   392.50   397.50    9.105E+14     0.00
 113   397.50   402.50    1.685E+15     -.01
 114   402.50   407.50    1.755E+15     0.01
 115   407.50   412.50    1.800E+15     0.01
 116   412.50   417.50    1.935E+15     -.01
 117   417.50   422.50    1.860E+15     0.
 118   422.50   427.50    1.760E+15     0.
 119   427.50   432.50    1.630E+15     0.
 120   432.50   437.50    1.960E+15     0.
 121   437.50   442.50    2.010E+15     0.
 122   442.50   447.50    2.170E+15     0.
 123   447.50   452.50    2.330E+15     0.
 124   452.50   457.50    2.280E+15     0.
 125   457.50   462.50    2.350E+15     0.
 126   462.50   467.50    2.340E+15     0.
 127   467.50   472.50    2.340E+15     0.
 128   472.50   477.50    2.380E+15     0.
 129   477.50   482.50    2.460E+15     0.
 130   482.50   487.50    2.250E+15     0.
 131   487.50   492.50    2.390E+15     0.
 132   492.50   497.50    2.500E+15     0.
 133   497.50   502.50    2.400E+15     0.
 134   502.50   507.50    2.460E+15     0.
 135   507.50   512.50    2.500E+15     0.
 136   512.50   517.50    2.350E+15     0.
 137   517.50   522.50    2.420E+15     0.
 138   522.50   527.50    2.440E+15     0.
 139   527.50   532.50    2.600E+15     0.
 140   532.50   537.50    2.590E+15     0.
 141   537.50   542.50    2.550E+15     0.
 142   542.50   547.50    2.610E+15     0.
 143   547.50   552.50    2.590E+15     0.
 144   552.50   557.50    2.610E+15     0.
 145   557.50   562.50    2.570E+15     0.
 146   562.50   567.50    2.640E+15     0.
 147   567.50   572.50    2.630E+15     0.
 148   572.50   577.50    2.690E+15     0.
 149   577.50   582.50    2.700E+15     0.
 150   582.50   587.50    2.750E+15     0.
 151   587.50   592.50    2.630E+15     0.
 152   592.50   597.50    2.660E+15     0.
 153   597.50   602.50    2.620E+15     0.
 154   602.50   607.50    2.690E+15     0.
 155   607.50   612.50    2.680E+15     0.
 156   612.50   617.50    2.630E+15     0.
 157   617.50   622.50    2.710E+15     0.
 158   622.50   627.50    2.610E+15     0.
 159   627.50   632.50    2.620E+15     0.
 160   632.50   637.50    2.640E+15     0.
 161   637.50   642.50    2.660E+15     0.
 162   642.50   647.50    2.660E+15     0.
 163   647.50   655.00    5.210E+15     0.
 164   655.00   665.00    5.060E+15     0.
 165   665.00   675.00    5.240E+15     0.
 166   675.00   685.00    5.260E+15     0.
 167   685.00   695.00    5.100E+15     0.
 168   695.00   705.00    5.790E+15     0.
 169   705.00   715.00    5.060E+15     0.
 170   715.00   725.00    4.990E+15     0.
 171   725.00   735.00    4.970E+15     0.
